,Tweet
199,"RT @GKamworor: You are my mentor,my training partner and my teammate,you trained and prepared well,go confidently in the direction of your…"
200,RT @ahmednasirlaw: Excellence CREATES a BRAND...and ELIUD KIPCHOGE is a PRICELESS GLOBAL BRAND...#Eliud159 #eliudkipchoge https://t.co/KKWL…
201,RT @Asmali77: Clinton Otieno is basically telling Eliud Kipchoge that Marathon record is hard to break.... https://t.co/e2jmT4MlQ5
202,Eliud Kipchoge is attempting to become the first person to run a sub-two hour marathon but it won't be a World Reco… https://t.co/n7ss1Pd0vg
203,I’ve just watched the Breaking2 documentary special and fam. Eliud Kipchoge is really something else. His work ethi… https://t.co/z0g5wbdKVz
204,"RT @MutahiNgunyi: To ELIUD Kipchoge I want to SAY this. Kenya is in a HURRY. Instead of 1.59, MAKE it 1.57. BEAT the Record BADLY. LEAVE no…"
205,"RT @MutahiNgunyi: To ELIUD Kipchoge I want to SAY this. Kenya is in a HURRY. Instead of 1.59, MAKE it 1.57. BEAT the Record BADLY. LEAVE no…"
206,"RT @DonaldBKipkorir: Meet Sir James A Ratcliffe, the richest man in UK who is sponsoring our Eliud Kipchoge at Vienna City Marathon to be t…"
207,RT @KResearcher: It is amazing how the World has accepted that it is next to impossible to beat Eliud Kipchoge. So the guy is out here chas…
208,"RT @MutahiNgunyi: To ELIUD Kipchoge I want to SAY this. Kenya is in a HURRY. Instead of 1.59, MAKE it 1.57. BEAT the Record BADLY. LEAVE no…"
209,"RT @DonaldBKipkorir: Meet Sir James A Ratcliffe, the richest man in UK who is sponsoring our Eliud Kipchoge at Vienna City Marathon to be t…"
210,"RT @CarolRadull: The date of the #INEOS159 Challenge involving Eliud Kipchoge has been confirmed, and will take place on Saturday 12th Octo…"
211,"RT @SirAlexas: If Eliud Kipchoge runs below 2 hours, we deserve an holiday to celebrate that...."
212,"@sminnee you should try run a marathon in under 2 hours while you're in Vienna - seems the thing to do this weekend.
https://t.co/l1EloGjgdZ"
213,RT @johnnjenga: There is something that Kenya Airways missed that Safaricom did not. Imagine if Kenya's superb pilots flew Eliud to Vienna…
214,"RT @NelsonHavi: Eliud Kipchoge is determined to defeat himself yesterday, today and here you are unsuccessfully struggling to defeat others…"
215,"RT @MutahiNgunyi: To ELIUD Kipchoge I want to SAY this. Kenya is in a HURRY. Instead of 1.59, MAKE it 1.57. BEAT the Record BADLY. LEAVE no…"
216,"RT @NelsonHavi: Eliud Kipchoge is determined to defeat himself yesterday, today and here you are unsuccessfully struggling to defeat others…"
217,"RT @DonaldBKipkorir: Meet Sir James A Ratcliffe, the richest man in UK who is sponsoring our Eliud Kipchoge at Vienna City Marathon to be t…"
218,RT @Asmali77: Clinton Otieno is basically telling Eliud Kipchoge that Marathon record is hard to break.... https://t.co/e2jmT4MlQ5
219,Honestly feel like Kenyan media is giving Eliud Kipchoge unnecessary pressure
220,RT @Asmali77: Clinton Otieno is basically telling Eliud Kipchoge that Marathon record is hard to break.... https://t.co/e2jmT4MlQ5
221,RT @Prylade: As much as the world is cheering up a Kenyan who's ready to take a challenge fr breaking &lt;2hrs record in 42 KM race our very o…
222,@SafaricomPLC @EliudKipchoge A race like no other. Beyond human. Where you have only one competitor. The clock. Eli… https://t.co/OtFPinXElW
223,"RT @GKamworor: You are my mentor,my training partner and my teammate,you trained and prepared well,go confidently in the direction of your…"
224,"RT @MutahiNgunyi: To ELIUD Kipchoge I want to SAY this. Kenya is in a HURRY. Instead of 1.59, MAKE it 1.57. BEAT the Record BADLY. LEAVE no…"
225,RT @Asmali77: Clinton Otieno is basically telling Eliud Kipchoge that Marathon record is hard to break.... https://t.co/e2jmT4MlQ5
226,RT @jumaf3: The pressure we have put on Eliud Kipchoge is too much. He should take it easy. Let him not push it so hard. He can do it.
227,"RT @MutahiNgunyi: To ELIUD Kipchoge I want to SAY this. Kenya is in a HURRY. Instead of 1.59, MAKE it 1.57. BEAT the Record BADLY. LEAVE no…"
228,"RT @DonaldBKipkorir: Meet Sir James A Ratcliffe, the richest man in UK who is sponsoring our Eliud Kipchoge at Vienna City Marathon to be t…"
229,Eliud Kipchoge: Wanyama tips Kenyan runner to break World marathon record https://t.co/IJn543HVcQ
230,"RT @MutahiNgunyi: To ELIUD Kipchoge I want to SAY this. Kenya is in a HURRY. Instead of 1.59, MAKE it 1.57. BEAT the Record BADLY. LEAVE no…"
231,"RT @MutahiNgunyi: To ELIUD Kipchoge I want to SAY this. Kenya is in a HURRY. Instead of 1.59, MAKE it 1.57. BEAT the Record BADLY. LEAVE no…"
232,RT @EdwinSigey_: Endurance against the principle of Speed V's Time. Long live the resilient Kenyan Spirit in Eliud Kipchoge Long Live !! 💪…
233,"RT @MutahiNgunyi: To ELIUD Kipchoge I want to SAY this. Kenya is in a HURRY. Instead of 1.59, MAKE it 1.57. BEAT the Record BADLY. LEAVE no…"
234,"RT @MutahiNgunyi: To ELIUD Kipchoge I want to SAY this. Kenya is in a HURRY. Instead of 1.59, MAKE it 1.57. BEAT the Record BADLY. LEAVE no…"
235,"RT @StandardKenya: World marathon record holder Eliud Kipchoge has left the country for the Ineos 1:59 Challenge in Vienna, Austria

Let's…"
236,RT @thuogithuku: Eliud Kipchoge and brother Peter Tabichi are persons our children should study in school as characters they should closely…
237,"RT @jgault13: INEOS confirms that Eliud Kipchoge's attempt to break 2:00 for 26.2 miles will take place on Saturday, October 12.

Start tim…"
238,"RT @MutahiNgunyi: To ELIUD Kipchoge I want to SAY this. Kenya is in a HURRY. Instead of 1.59, MAKE it 1.57. BEAT the Record BADLY. LEAVE no…"
239,"RT @SafaricomPLC: To show our commitment and respect to our icon @EliudKipchoge, we will be changing our M-PESA brand for the next 7 days.…"
240,"RT @MutahiNgunyi: To ELIUD Kipchoge I want to SAY this. Kenya is in a HURRY. Instead of 1.59, MAKE it 1.57. BEAT the Record BADLY. LEAVE no…"
241,RT @ahmednasirlaw: Excellence CREATES a BRAND...and ELIUD KIPCHOGE is a PRICELESS GLOBAL BRAND...#Eliud159 #eliudkipchoge https://t.co/KKWL…
242,"I totally  embrace the motto of #INEOS159  that no human being is limited or should be .This champion ,Eliud Kipcho… https://t.co/7WFM2icWoW"
243,RT @ChinaDaily: Kenyan athlete Eliud Kipchoge will be in illustrious company if he manages to run the first sub-2-hour marathon — a boundar…
244,Wishing ELIUD KIPCHOGE all the best
245,"RT @Jo_Kimoney: Men you should take the 1hr.59mins challenge. Sex tonight should last the same duration. Musimame na Eliud Kipchoge😂
#eliud…"
246,@EliudKipchoge @NNRunningTeam Wishing you the very best. You have beaten the time  already. I will be watching you live. Go Eliud Kipchoge
247,"RT @GKamworor: You are my mentor,my training partner and my teammate,you trained and prepared well,go confidently in the direction of your…"
248,"RT @MutahiNgunyi: To ELIUD Kipchoge I want to SAY this. Kenya is in a HURRY. Instead of 1.59, MAKE it 1.57. BEAT the Record BADLY. LEAVE no…"
249,"RT @MutahiNgunyi: To ELIUD Kipchoge I want to SAY this. Kenya is in a HURRY. Instead of 1.59, MAKE it 1.57. BEAT the Record BADLY. LEAVE no…"
250,RT @ahmednasirlaw: Excellence CREATES a BRAND...and ELIUD KIPCHOGE is a PRICELESS GLOBAL BRAND...#Eliud159 #eliudkipchoge https://t.co/KKWL…
251,"RT @SafaricomPLC: To show our commitment and respect to our icon @EliudKipchoge, we will be changing our M-PESA brand for the next 7 days.…"
252,As much as the world is cheering up a Kenyan who's ready to take a challenge fr breaking &lt;2hrs record in 42 KM race… https://t.co/4zvsS10f6k
253,"RT @NelsonHavi: Eliud Kipchoge is determined to defeat himself yesterday, today and here you are unsuccessfully struggling to defeat others…"
254,"RT @Kenyafootball: Your favorite corporates, broadcasters, parastatals &amp; even prominent individuals are falling over themselves to celebrat…"
255,"RT @MutahiNgunyi: To ELIUD Kipchoge I want to SAY this. Kenya is in a HURRY. Instead of 1.59, MAKE it 1.57. BEAT the Record BADLY. LEAVE no…"
256,"RT @GKamworor: You are my mentor,my training partner and my teammate,you trained and prepared well,go confidently in the direction of your…"
257,"RT @MutahiNgunyi: To ELIUD Kipchoge I want to SAY this. Kenya is in a HURRY. Instead of 1.59, MAKE it 1.57. BEAT the Record BADLY. LEAVE no…"
258,RT @GameYetu: Meet the Sh2.8 trillion tycoon sponsoring Eliud Kipchoge's INEOS 1:59 Challenge https://t.co/ud4SVW6voF https://t.co/CS372APi…
259,"@gabrieloguda Plus, Eliud has a right to fail and try again. We should laude the fact that he is daring.

Someone w… https://t.co/f3UgtaI8Tc"
260,All the best champion Eliud Kipchoge. https://t.co/Ny1xknKEPi
261,RT @ChinaDaily: Kenyan athlete Eliud Kipchoge will be in illustrious company if he manages to run the first sub-2-hour marathon — a boundar…
262,"RT @NelsonHavi: Eliud Kipchoge is determined to defeat himself yesterday, today and here you are unsuccessfully struggling to defeat others…"
263,RT @johnnjenga: There is something that Kenya Airways missed that Safaricom did not. Imagine if Kenya's superb pilots flew Eliud to Vienna…
264,"RT @bevalynekwambo3: #ineos159challenge
Eliud Kipchoge is busy Breaking his own record,  it's him against time, meaning, the only person yo…"
265,"RT @Propesaa: LIVE UPDATES FROM AUSTRIA 🇦🇹 VIENNA INEOS 159 CHALLENGE. Eliud Kipchoge
#eliudkipchoge #ineos159challenge
Full video  https:/…"
266,"RT @Kenyafootball: Your favorite corporates, broadcasters, parastatals &amp; even prominent individuals are falling over themselves to celebrat…"
267,RT @DavidLaney12: If you want to get even more psyched for this weekends @INEOS159 and become an even bigger fan of @EliudKipchoge here is…
268,"RT @BBobants: If Usain bolt runs 100 metres in 9.58 seconds. How many meters are those per second?

Do the math and you'll realise #INEOS15…"
269,RT @Mohasamuel: We believe in you Eliud Kipchoge. Go for it💪 #INEOS159 https://t.co/nuABIbTOyp
270,"RT @karennyamunbo: Sending my best wishes to Eliud Kipchoge as he heads to Vienna ahead of #INEOS159

We are so proud of you! https://t.co/…"
271,"RT @WilliamsMkenya: Mathematically, Eliud Kipchoge will run at a speed of 5 m/s in order for him to achieve the #INEOS159Challenge. Good lu…"
272,"RT @dailynation: Kipchoge in Vienna, NTV to show race live https://t.co/a3fDvOHwIh https://t.co/BAe1AkDHhU"
273,"RT @BBobants: #INEOS159

It's us against time in Vienna, Eliud Kipchoge can't do it on his own, he needs our support. https://t.co/Q9tcbr6b…"
274,If you want to get even more psyched for this weekends @INEOS159 and become an even bigger fan of @EliudKipchoge he… https://t.co/LRDfnpz73M
275,"RT @TheStarKenya: Eliud Kipchoge seeks to shatter his own record set last year at the Berlin marathon of two hours, one minute and 39 secon…"
276,"RT @jgault13: INEOS confirms that Eliud Kipchoge's attempt to break 2:00 for 26.2 miles will take place on Saturday, October 12.

Start tim…"
277,"RT @VijanAA_KE: Ukiwa majuu and you're from Kenya everyone believes you can really run; kama Eliud Kipchoge,😁😁 All the best to him pale Vie…"
278,RT @KweyuF: As of Saturday this man Eliud Kipchoge will be trending worldwide that's when u will know we are Kenyans and Kenya is our busin…
279,RT @ChinaDaily: Kenyan athlete Eliud Kipchoge will be in illustrious company if he manages to run the first sub-2-hour marathon — a boundar…
280,"RT @itsagneskagure: The universe has a way of rewarding humble people who focus on building themselves.
All the world is now watching Kenya…"
281,"RT @GKamworor: You are my mentor,my training partner and my teammate,you trained and prepared well,go confidently in the direction of your…"
282,"RT @MutahiNgunyi: To ELIUD Kipchoge I want to SAY this. Kenya is in a HURRY. Instead of 1.59, MAKE it 1.57. BEAT the Record BADLY. LEAVE no…"
283,"RT @NelsonHavi: Eliud Kipchoge is determined to defeat himself yesterday, today and here you are unsuccessfully struggling to defeat others…"
284,"RT @StandardKenya: World marathon record holder Eliud Kipchoge has left the country for the Ineos 1:59 Challenge in Vienna, Austria

Let's…"
285,RT @thuogithuku: Eliud Kipchoge and brother Peter Tabichi are persons our children should study in school as characters they should closely…
286,"RT @MutahiNgunyi: To ELIUD Kipchoge I want to SAY this. Kenya is in a HURRY. Instead of 1.59, MAKE it 1.57. BEAT the Record BADLY. LEAVE no…"
287,RT @jeremy_wanguche: Eliud kipchoge isn't crazy for going for this record... I'm sure he has done in training more than 10 times and he jus…
288,"RT @magixwear254: Alexander McQueen@4499ksh
Size 40_45
All colors available
Call WhatsApp 0701330965
🚚 Delivery done country wide
#magixwea…"
289,RT @OsamaOtero: Eliud Kipchoge. World's greatest marathoner.
290,"RT @GKamworor: You are my mentor,my training partner and my teammate,you trained and prepared well,go confidently in the direction of your…"
291,Eliud Kipchoge. World's greatest marathoner.
292,RT @DavisWispers: In the next 5 days M-pesa is going to change its logo in honour of legendary athlete Eliud kipchoge as he tries for the s…
293,"RT @MutahiNgunyi: To ELIUD Kipchoge I want to SAY this. Kenya is in a HURRY. Instead of 1.59, MAKE it 1.57. BEAT the Record BADLY. LEAVE no…"
294,"RT @Jimmywanjigi1: I just called #eliudkipchoge . So this was the deal .

If he wins the @INEOS159  challenge  then I have to buy him a pri…"
295,RT @KipronoKittony: All the best to World Olympic Champion Eliud Kipchoge. I am confident he will set a smashing new record in Vienna. His…
296,"RT @Jo_Kimoney: Men you should take the 1hr.59mins challenge. Sex tonight should last the same duration. Musimame na Eliud Kipchoge😂
#eliud…"
297,"RT @MutahiNgunyi: To ELIUD Kipchoge I want to SAY this. Kenya is in a HURRY. Instead of 1.59, MAKE it 1.57. BEAT the Record BADLY. LEAVE no…"
298,"RT @Jo_Kimoney: Men you should take the 1hr.59mins challenge. Sex tonight should last the same duration. Musimame na Eliud Kipchoge😂
#eliud…"
299,"RT @MutahiNgunyi: To ELIUD Kipchoge I want to SAY this. Kenya is in a HURRY. Instead of 1.59, MAKE it 1.57. BEAT the Record BADLY. LEAVE no…"
300,"RT @MutahiNgunyi: To ELIUD Kipchoge I want to SAY this. Kenya is in a HURRY. Instead of 1.59, MAKE it 1.57. BEAT the Record BADLY. LEAVE no…"
301,"RT @MutahiNgunyi: To ELIUD Kipchoge I want to SAY this. Kenya is in a HURRY. Instead of 1.59, MAKE it 1.57. BEAT the Record BADLY. LEAVE no…"
302,"RT @MutahiNgunyi: To ELIUD Kipchoge I want to SAY this. Kenya is in a HURRY. Instead of 1.59, MAKE it 1.57. BEAT the Record BADLY. LEAVE no…"
303,"RT @Jimmywanjigi1: I just called #eliudkipchoge . So this was the deal .

If he wins the @INEOS159  challenge  then I have to buy him a pri…"
304,Eliud Kipchoge: Wanyama tips Kenyan runner to break World marathon record #ALeague https://t.co/TDPEmQAa6W https://t.co/O5uWtkGuhd
305,The new Instagram update is in solidarity with Eliud Kipchoge or what? I think the white background is better than… https://t.co/PoeWzb4Do5
306,"RT @NelsonHavi: Eliud Kipchoge is determined to defeat himself yesterday, today and here you are unsuccessfully struggling to defeat others…"
307,"RT @NelsonHavi: Eliud Kipchoge is determined to defeat himself yesterday, today and here you are unsuccessfully struggling to defeat others…"
308,"RT @NelsonHavi: Eliud Kipchoge is determined to defeat himself yesterday, today and here you are unsuccessfully struggling to defeat others…"
309,"RT @MutahiNgunyi: To ELIUD Kipchoge I want to SAY this. Kenya is in a HURRY. Instead of 1.59, MAKE it 1.57. BEAT the Record BADLY. LEAVE no…"
310,"Safaricom celebrates marathon runner Eliud Kipchoge with the ultimate gesture, a change in the M-Pesa icon #TheSauce https://t.co/MB8oCzUDwE"
311,RT @shobanes: How long before athletics gurus and super fans tell us we cannot celebrate or discuss Eliud Kipchoge because we don't even un…
312,"RT @MutahiNgunyi: To ELIUD Kipchoge I want to SAY this. Kenya is in a HURRY. Instead of 1.59, MAKE it 1.57. BEAT the Record BADLY. LEAVE no…"
313,"RT @NelsonHavi: Eliud Kipchoge is determined to defeat himself yesterday, today and here you are unsuccessfully struggling to defeat others…"
